customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_score,rfm_total,segment
C01021,504,1,1170.28,1,1,1,111,3,Lost
C01022,130,2,5773.18,2,1,1,211,4,Lost
C01025,248,3,9747.61,1,2,1,121,4,Lost
C01026,5,5,15616.71,5,3,2,532,10,Loyal Customers
C01027,72,4,29274.24,3,2,3,323,8,Potential Loyalist
C01028,77,1,1622.83,3,1,1,311,5,Potential Loyalist
C01029,276,3,10955.75,1,2,2,122,5,Lost
C01030,91,1,3435.35,2,1,1,211,4,Lost
C01031,8,3,9245.21,5,2,1,521,8,New Customers
C01032,58,17,59489.35,3,5,4,354,12,Loyal Customers
C01033,395,3,15402.82,1,2,2,122,5,Lost
C01034,87,15,83939.22,2,5,5,255,12,At Risk
C01035,22,25,133197.8,4,5,5,455,14,Champions
C01036,17,13,54278.96,5,5,4,554,14,Champions
C01037,34,6,23450.66,4,3,3,433,10,Loyal Customers
C01038,57,9,79653.87,3,4,5,345,12,Loyal Customers
C01039,23,9,30174.45,4,4,3,443,11,Loyal Customers
C01040,158,5,46472.13,2,3,4,234,9,Potential Loyalist
C01041,100,10,37560.1,2,4,4,244,10,At Risk
C01042,139,1,8123.69,2,1,1,211,4,Lost
C01043,158,4,17010.56,2,2,2,222,6,Lost
C01045,16,4,31174.83,5,2,3,523,10,New Customers
C01046,91,2,13530.87,2,1,2,212,5,Lost
C01048,167,6,31193.43,2,3,3,233,8,Potential Loyalist
C01049,301,2,9114.91,1,1,1,111,3,Lost
C01050,90,10,41166.35,2,4,4,244,10,At Risk
C01051,76,6,36788.13,3,3,3,333,9,Loyal Customers
C01052,73,4,64406.09,3,2,5,325,10,Potential Loyalist
C01053,23,3,31030.67,4,2,3,423,9,New Customers
C01054,472,3,12124.28,1,2,2,122,5,Lost
C01056,169,9,64857.43,2,4,5,245,11,At Risk
C01057,20,12,36508.49,4,5,3,453,12,Loyal Customers
C01058,40,15,44173.28,4,5,4,454,13,Champions
C01059,83,1,3180.6,2,1,1,211,4,Lost
C01060,96,1,2054.86,2,1,1,211,4,Lost
C01061,48,16,70760.74,3,5,5,355,13,Loyal Customers
C01062,11,5,24386.54,5,3,3,533,11,Loyal Customers
C01063,35,3,17674.31,4,2,2,422,8,New Customers
C01064,522,2,8749.3,1,1,1,111,3,Lost
C01065,37,16,89224.18,4,5,5,455,14,Champions
C01066,107,13,81916.27,2,5,5,255,12,At Risk
C01067,51,17,125799.72,3,5,5,355,13,Loyal Customers
C01068,34,29,135735.89,4,5,5,455,14,Champions
C01069,110,2,40626.9,2,1,4,214,7,Potential Loyalist
C01070,279,1,7125.1,1,1,1,111,3,Lost
C01071,522,2,6509.55,1,1,1,111,3,Lost
C01072,82,7,31441.76,3,3,3,333,9,Loyal Customers
C01073,3,45,336277.75,5,5,5,555,15,Champions
C01074,136,4,10896.99,2,2,2,222,6,Lost
C01075,623,1,801.36,1,1,1,111,3,Lost
C01076,14,6,22682.39,5,3,3,533,11,Loyal Customers
C01077,57,13,111816.54,3,5,5,355,13,Loyal Customers
C01078,4,6,71017.02,5,3,5,535,13,Loyal Customers
C01079,218,2,3170.19,1,1,1,111,3,Lost
C01080,532,3,46504.3,1,2,4,124,7,Potential Loyalist
C01081,37,12,31780.39,4,5,3,453,12,Loyal Customers
C01082,40,12,63551.97,4,5,5,455,14,Champions
C01083,44,10,27994.55,3,4,3,343,10,Loyal Customers
C01085,52,8,25551.74,3,4,3,343,10,Loyal Customers
C01086,53,7,62449.57,3,3,5,335,11,Loyal Customers
C01087,15,4,4144.87,5,2,1,521,8,New Customers
C01088,73,3,15970.11,3,2,2,322,7,Potential Loyalist
C01089,334,3,6226.24,1,2,1,121,4,Lost
C01090,228,2,3722.65,1,1,1,111,3,Lost
C01091,9,10,47875.75,5,4,4,544,13,Champions
C01092,64,7,32592.46,3,3,3,333,9,Loyal Customers
C01093,1,30,151934.83,5,5,5,555,15,Champions
C01094,7,12,82902.07,5,5,5,555,15,Champions
C01095,88,8,49068.3,2,4,4,244,10,At Risk
C01096,91,10,82996.87,2,4,5,245,11,At Risk
C01097,25,13,65251.67,4,5,5,455,14,Champions
C01098,40,9,60236.48,4,4,4,444,12,Champions
C01100,47,5,7224.22,3,3,1,331,7,Loyal Customers
C01101,28,1,25110.86,4,1,3,413,8,New Customers
C01102,34,12,49813.62,4,5,4,454,13,Champions
C01103,33,12,51999.28,4,5,4,454,13,Champions
C01104,226,3,55480.52,1,2,4,124,7,Potential Loyalist
C01105,10,7,29448.36,5,3,3,533,11,Loyal Customers
C01106,19,34,186997.8,5,5,5,555,15,Champions
C01107,107,3,25832.12,2,2,3,223,7,Potential Loyalist
C01108,475,2,14891.52,1,1,2,112,4,Lost
C01109,127,5,15224.27,2,3,2,232,7,Potential Loyalist
C01110,410,2,12561.68,1,1,2,112,4,Lost
C01111,2,11,53713.96,5,4,4,544,13,Champions
C01112,39,9,71681.53,4,4,5,445,13,Champions
C01114,4,16,64987.21,5,5,5,555,15,Champions
C01115,29,13,114545.39,4,5,5,455,14,Champions
C01116,24,3,14766.07,4,2,2,422,8,New Customers
C01117,24,9,51386.42,4,4,4,444,12,Champions
C01118,377,3,23248.62,1,2,3,123,6,Potential Loyalist
C01119,99,7,28657.35,2,3,3,233,8,Potential Loyalist
C01120,93,8,45365.59,2,4,4,244,10,At Risk
C01121,33,8,26322.81,4,4,3,443,11,Loyal Customers
C01122,286,2,43475.11,1,1,4,114,6,Potential Loyalist
C01123,399,1,5143.72,1,1,1,111,3,Lost
C01124,26,8,38069.58,4,4,4,444,12,Champions
C01125,92,5,18674.02,2,3,2,232,7,Potential Loyalist
C01126,383,2,7589.09,1,1,1,111,3,Lost
C01127,10,8,24692.53,5,4,3,543,12,Loyal Customers
C01128,27,6,37030.72,4,3,3,433,10,Loyal Customers
C01129,405,2,7469.23,1,1,1,111,3,Lost
C01130,226,3,18841.69,1,2,2,122,5,Lost
C01131,321,3,11985.88,1,2,2,122,5,Lost
C01132,42,5,40590.33,4,3,4,434,11,Loyal Customers
C01133,672,2,13045.34,1,1,2,112,4,Lost
C01134,332,7,14691.48,1,3,2,132,6,Potential Loyalist
C01135,519,1,4663.29,1,1,1,111,3,Lost
C01136,19,21,102301.73,5,5,5,555,15,Champions
C01137,24,11,35309.08,4,4,3,443,11,Loyal Customers
C01138,140,2,18507.75,2,1,2,212,5,Lost
C01139,90,3,15312.29,2,2,2,222,6,Lost
C01140,276,7,18497.51,1,3,2,132,6,Potential Loyalist
C01141,6,24,91464.71,5,5,5,555,15,Champions
C01142,54,12,58730.52,3,5,4,354,12,Loyal Customers
C01143,37,18,62248.92,4,5,5,455,14,Champions
C01144,43,12,23030.27,4,5,3,453,12,Loyal Customers
C01145,1,8,23198.93,5,4,3,543,12,Loyal Customers
C01146,227,6,26701.96,1,3,3,133,7,Potential Loyalist
C01147,45,8,51281.61,3,4,4,344,11,Loyal Customers
C01148,103,3,12899.99,2,2,2,222,6,Lost
C01149,56,6,44099.44,3,3,4,334,10,Loyal Customers
C01150,35,4,6838.31,4,2,1,421,7,New Customers
C01151,46,7,41830.12,3,3,4,334,10,Loyal Customers
C01152,405,1,1359.45,1,1,1,111,3,Lost
C01153,22,5,11230.35,4,3,2,432,9,Loyal Customers
C01154,68,5,13853.45,3,3,2,332,8,Loyal Customers
C01155,60,6,41621.47,3,3,4,334,10,Loyal Customers
C01156,3,7,52900.64,5,3,4,534,12,Loyal Customers
C01157,93,3,9778.09,2,2,1,221,5,Lost
C01158,204,1,2006.61,2,1,1,211,4,Lost
C01159,22,11,88442.52,4,4,5,445,13,Champions
C01160,264,5,17684.1,1,3,2,132,6,Potential Loyalist
C01161,286,4,6186.84,1,2,1,121,4,Lost
C01162,37,7,44365.02,4,3,4,434,11,Loyal Customers
C01163,455,2,9817.46,1,1,1,111,3,Lost
C01164,363,4,19478.25,1,2,2,122,5,Lost
C01165,585,2,3303.53,1,1,1,111,3,Lost
C01166,51,1,3966.76,3,1,1,311,5,Potential Loyalist
C01167,59,11,68830.48,3,4,5,345,12,Loyal Customers
C01168,454,1,10437.34,1,1,2,112,4,Lost
C01169,6,5,36298.27,5,3,3,533,11,Loyal Customers
C01170,43,6,47970.74,4,3,4,434,11,Loyal Customers
C01171,34,9,45233.62,4,4,4,444,12,Champions
C01172,177,4,14868.44,2,2,2,222,6,Lost
C01173,25,12,56372.33,4,5,4,454,13,Champions
C01174,58,7,36377.46,3,3,3,333,9,Loyal Customers
C01175,36,5,18106.85,4,3,2,432,9,Loyal Customers
C01177,12,5,18352.56,5,3,2,532,10,Loyal Customers
C01178,72,9,62349.12,3,4,5,345,12,Loyal Customers
C01179,57,8,25911.97,3,4,3,343,10,Loyal Customers
C01181,95,3,11925.7,2,2,2,222,6,Lost
C01182,2,13,47792.96,5,5,4,554,14,Champions
C01183,159,3,14195.4,2,2,2,222,6,Lost
C01184,105,6,32755.01,2,3,3,233,8,Potential Loyalist
C01185,138,1,1590.3,2,1,1,211,4,Lost
C01186,175,3,10270.08,2,2,2,222,6,Lost
C01187,418,2,7709.72,1,1,1,111,3,Lost
C01189,161,1,2074.15,2,1,1,211,4,Lost
C01191,174,4,23872.06,2,2,3,223,7,Potential Loyalist
C01192,415,1,8089.33,1,1,1,111,3,Lost
C01194,41,7,30886.92,4,3,3,433,10,Loyal Customers
C01195,103,1,14263.75,2,1,2,212,5,Lost
C01196,30,4,10183.44,4,2,1,421,7,New Customers
C01197,16,38,193579.77,5,5,5,555,15,Champions
C01198,58,9,41084.39,3,4,4,344,11,Loyal Customers
C01199,18,12,86427.82,5,5,5,555,15,Champions
C01200,346,2,14339.55,1,1,2,112,4,Lost
C01202,68,2,6847.4,3,1,1,311,5,Potential Loyalist
C01203,39,10,56416.79,4,4,4,444,12,Champions
C01204,70,11,53162.18,3,4,4,344,11,Loyal Customers
C01205,71,6,28594.54,3,3,3,333,9,Loyal Customers
C01206,44,2,13325.15,3,1,2,312,6,Potential Loyalist
C01207,262,2,11908.59,1,1,2,112,4,Lost
C01208,186,2,15171.26,2,1,2,212,5,Lost
C01209,77,4,29285.11,3,2,3,323,8,Potential Loyalist
C01210,594,1,2582.0,1,1,1,111,3,Lost
C01211,380,5,30810.96,1,3,3,133,7,Potential Loyalist
C01212,35,5,47000.06,4,3,4,434,11,Loyal Customers
C01213,368,3,8135.76,1,2,1,121,4,Lost
C01214,194,2,5331.55,2,1,1,211,4,Lost
C01215,13,20,99285.03,5,5,5,555,15,Champions
C01216,5,5,29370.43,5,3,3,533,11,Loyal Customers
C01217,449,1,3210.2,1,1,1,111,3,Lost
C01218,13,11,44600.83,5,4,4,544,13,Champions
C01219,456,3,7329.87,1,2,1,121,4,Lost
C01220,332,5,17215.39,1,3,2,132,6,Potential Loyalist
C01221,43,13,60459.89,4,5,4,454,13,Champions
C01222,198,4,18922.84,2,2,2,222,6,Lost
C01223,44,4,9034.89,3,2,1,321,6,Potential Loyalist
C01224,137,2,24562.23,2,1,3,213,6,Potential Loyalist
C01225,40,7,33573.99,4,3,3,433,10,Loyal Customers
C01226,32,9,54941.92,4,4,4,444,12,Champions
C01227,52,5,31947.65,3,3,3,333,9,Loyal Customers
C01228,9,19,94747.83,5,5,5,555,15,Champions
C01229,28,4,17299.58,4,2,2,422,8,New Customers
C01231,53,7,32790.84,3,3,3,333,9,Loyal Customers
C01233,28,8,26329.48,4,4,3,443,11,Loyal Customers
C01234,70,6,29620.46,3,3,3,333,9,Loyal Customers
C01235,185,1,3181.54,2,1,1,211,4,Lost
C01236,8,24,120460.65,5,5,5,555,15,Champions
C01237,29,10,24864.86,4,4,3,443,11,Loyal Customers
C01238,3,5,20788.1,5,3,2,532,10,Loyal Customers
C01240,419,1,954.0,1,1,1,111,3,Lost
C01241,42,7,27218.55,4,3,3,433,10,Loyal Customers
C01242,21,2,1385.13,4,1,1,411,6,New Customers
C01243,79,8,31742.68,3,4,3,343,10,Loyal Customers
C01244,66,4,27242.61,3,2,3,323,8,Potential Loyalist
C01245,98,4,10926.7,2,2,2,222,6,Lost
C01246,25,1,1565.42,4,1,1,411,6,New Customers
C01247,78,3,3240.12,3,2,1,321,6,Potential Loyalist
C01248,44,7,115661.53,3,3,5,335,11,Loyal Customers
C01249,68,6,28082.05,3,3,3,333,9,Loyal Customers
C01250,260,6,35227.81,1,3,3,133,7,Potential Loyalist
C01251,95,3,10433.89,2,2,2,222,6,Lost
C01253,13,10,35259.77,5,4,3,543,12,Loyal Customers
C01254,31,8,60055.17,4,4,4,444,12,Champions
C01256,361,1,1955.85,1,1,1,111,3,Lost
C01257,8,26,76128.38,5,5,5,555,15,Champions
C01258,49,12,47254.7,3,5,4,354,12,Loyal Customers
C01259,20,11,37152.48,4,4,3,443,11,Loyal Customers
C01260,245,7,33842.02,1,3,3,133,7,Potential Loyalist
C01261,90,1,6164.86,2,1,1,211,4,Lost
C01262,342,1,2163.67,1,1,1,111,3,Lost
C01263,78,5,36982.54,3,3,3,333,9,Loyal Customers
C01264,67,10,39632.95,3,4,4,344,11,Loyal Customers
C01265,15,2,18927.61,5,1,2,512,8,New Customers
C01266,2,17,88818.68,5,5,5,555,15,Champions
C01267,56,1,1172.87,3,1,1,311,5,Potential Loyalist
C01269,49,12,41646.77,3,5,4,354,12,Loyal Customers
C01270,33,10,26864.71,4,4,3,443,11,Loyal Customers
C01271,170,3,21075.71,2,2,2,222,6,Lost
C01272,83,4,28415.33,2,2,3,223,7,Potential Loyalist
C01273,84,9,70127.92,2,4,5,245,11,At Risk
C01274,100,15,107748.81,2,5,5,255,12,At Risk
C01275,16,12,54813.64,5,5,4,554,14,Champions
C01276,53,4,39660.74,3,2,4,324,9,Potential Loyalist
C01277,4,9,23048.6,5,4,3,543,12,Loyal Customers
C01278,62,8,34473.49,3,4,3,343,10,Loyal Customers
C01279,80,4,6182.55,3,2,1,321,6,Potential Loyalist
C01280,216,9,46446.32,1,4,4,144,9,At Risk
C01281,26,9,28676.15,4,4,3,443,11,Loyal Customers
C01282,3,2,5245.69,5,1,1,511,7,New Customers
C01283,389,4,14286.52,1,2,2,122,5,Lost
C01284,42,10,78170.0,4,4,5,445,13,Champions
C01286,120,24,134212.56,2,5,5,255,12,At Risk
C01287,7,11,53343.75,5,4,4,544,13,Champions
C01288,317,1,3263.58,1,1,1,111,3,Lost
C01289,54,13,131609.38,3,5,5,355,13,Loyal Customers
C01290,2,8,35027.15,5,4,3,543,12,Loyal Customers
C01291,16,12,84297.86,5,5,5,555,15,Champions
C01292,7,5,34894.61,5,3,3,533,11,Loyal Customers
C01293,376,1,3852.03,1,1,1,111,3,Lost
C01294,5,8,50199.58,5,4,4,544,13,Champions
C01295,206,5,12764.48,2,3,2,232,7,Potential Loyalist
C01296,24,8,21646.02,4,4,2,442,10,Loyal Customers
C01297,9,4,20326.58,5,2,2,522,9,New Customers
C01298,398,2,6763.51,1,1,1,111,3,Lost
C01299,112,9,23224.12,2,4,3,243,9,At Risk
C01300,657,1,7045.68,1,1,1,111,3,Lost
C01301,33,6,21943.73,4,3,3,433,10,Loyal Customers
C01302,9,18,95718.65,5,5,5,555,15,Champions
C01303,27,7,35956.79,4,3,3,433,10,Loyal Customers
C01304,44,21,80295.23,3,5,5,355,13,Loyal Customers
C01306,1,23,109920.59,5,5,5,555,15,Champions
C01307,74,10,52058.38,3,4,4,344,11,Loyal Customers
C01308,7,2,20634.98,5,1,2,512,8,New Customers
C01309,25,5,14526.95,4,3,2,432,9,Loyal Customers
C01310,130,2,18026.81,2,1,2,212,5,Lost
C01311,38,12,83736.09,4,5,5,455,14,Champions
C01312,128,2,8527.12,2,1,1,211,4,Lost
C01314,56,12,47230.0,3,5,4,354,12,Loyal Customers
C01315,246,1,1247.62,1,1,1,111,3,Lost
C01316,281,1,17148.64,1,1,2,112,4,Lost
C01317,104,5,32387.25,2,3,3,233,8,Potential Loyalist
C01318,28,25,118299.58,4,5,5,455,14,Champions
C01319,24,8,29770.09,4,4,3,443,11,Loyal Customers
C01320,171,4,19973.71,2,2,2,222,6,Lost
C01321,122,11,47690.81,2,4,4,244,10,At Risk
C01322,44,8,79670.56,3,4,5,345,12,Loyal Customers
C01323,98,7,43603.63,2,3,4,234,9,Potential Loyalist
C01324,247,1,7798.29,1,1,1,111,3,Lost
C01325,169,5,29283.54,2,3,3,233,8,Potential Loyalist
C01326,41,5,16351.49,4,3,2,432,9,Loyal Customers
C01327,3,13,71556.94,5,5,5,555,15,Champions
C01328,235,5,31458.91,1,3,3,133,7,Potential Loyalist
C01329,3,11,84642.48,5,4,5,545,14,Champions
C01330,266,2,5888.36,1,1,1,111,3,Lost
C01331,27,4,9190.43,4,2,1,421,7,New Customers
C01334,86,5,12043.67,2,3,2,232,7,Potential Loyalist
C01335,12,18,92545.65,5,5,5,555,15,Champions
C01336,88,3,21340.56,2,2,2,222,6,Lost
C01337,3,7,52145.46,5,3,4,534,12,Loyal Customers
C01338,76,6,17575.35,3,3,2,332,8,Loyal Customers
C01339,8,14,69826.27,5,5,5,555,15,Champions
C01340,41,5,36489.89,4,3,3,433,10,Loyal Customers
C01341,3,20,141459.11,5,5,5,555,15,Champions
C01342,41,3,5842.42,4,2,1,421,7,New Customers
C01343,145,11,53177.1,2,4,4,244,10,At Risk
C01344,7,5,31367.8,5,3,3,533,11,Loyal Customers
C01345,32,20,110765.13,4,5,5,455,14,Champions
C01346,306,4,24408.3,1,2,3,123,6,Potential Loyalist
C01347,57,8,48592.77,3,4,4,344,11,Loyal Customers
C01349,100,6,21887.48,2,3,3,233,8,Potential Loyalist
C01350,65,3,16349.96,3,2,2,322,7,Potential Loyalist
C01351,135,5,18788.13,2,3,2,232,7,Potential Loyalist
C01352,53,5,18252.57,3,3,2,332,8,Loyal Customers
C01353,20,12,110188.27,4,5,5,455,14,Champions
C01355,634,1,4472.67,1,1,1,111,3,Lost
C01356,213,6,34765.0,2,3,3,233,8,Potential Loyalist
C01357,66,10,20029.75,3,4,2,342,9,Loyal Customers
C01358,48,8,25676.54,3,4,3,343,10,Loyal Customers
C01359,47,3,13027.66,3,2,2,322,7,Potential Loyalist
C01360,157,9,36533.02,2,4,3,243,9,At Risk
C01361,51,27,154280.63,3,5,5,355,13,Loyal Customers
C01362,34,4,27137.8,4,2,3,423,9,New Customers
C01363,109,3,33486.53,2,2,3,223,7,Potential Loyalist
C01364,13,18,60356.91,5,5,4,554,14,Champions
C01365,117,6,15554.75,2,3,2,232,7,Potential Loyalist
C01366,23,3,5572.23,4,2,1,421,7,New Customers
C01367,167,8,61257.85,2,4,4,244,10,At Risk
C01368,104,7,45841.41,2,3,4,234,9,Potential Loyalist
C01369,122,4,16980.98,2,2,2,222,6,Lost
C01370,56,12,67483.94,3,5,5,355,13,Loyal Customers
C01371,197,2,4783.45,2,1,1,211,4,Lost
C01372,2,7,35236.07,5,3,3,533,11,Loyal Customers
C01373,64,7,71067.71,3,3,5,335,11,Loyal Customers
C01374,35,7,47012.2,4,3,4,434,11,Loyal Customers
C01375,422,2,3978.43,1,1,1,111,3,Lost
C01376,376,2,13335.63,1,1,2,112,4,Lost
C01377,30,6,49042.76,4,3,4,434,11,Loyal Customers
C01378,94,3,19569.24,2,2,2,222,6,Lost
C01379,249,1,668.87,1,1,1,111,3,Lost
C01380,20,4,14949.68,4,2,2,422,8,New Customers
C01381,175,6,37913.86,2,3,4,234,9,Potential Loyalist
C01382,213,2,4588.63,2,1,1,211,4,Lost
C01383,81,6,15804.91,3,3,2,332,8,Loyal Customers
C01384,51,9,80478.13,3,4,5,345,12,Loyal Customers
C01385,117,2,12941.61,2,1,2,212,5,Lost
C01386,59,9,46793.94,3,4,4,344,11,Loyal Customers
C01387,720,1,4168.96,1,1,1,111,3,Lost
C01388,447,3,14132.78,1,2,2,122,5,Lost
C01389,596,1,18137.22,1,1,2,112,4,Lost
C01391,67,7,20816.07,3,3,2,332,8,Loyal Customers
C01392,516,1,2789.63,1,1,1,111,3,Lost
C01393,30,3,9590.61,4,2,1,421,7,New Customers
C01394,143,2,3585.35,2,1,1,211,4,Lost
C01395,9,39,212314.08,5,5,5,555,15,Champions
C01396,8,18,100953.88,5,5,5,555,15,Champions
C01397,222,2,3882.48,1,1,1,111,3,Lost
C01398,55,8,63138.97,3,4,5,345,12,Loyal Customers
C01399,39,10,39644.15,4,4,4,444,12,Champions
C01400,208,6,40000.44,2,3,4,234,9,Potential Loyalist
C01401,461,2,11256.88,1,1,2,112,4,Lost
C01402,13,19,73915.06,5,5,5,555,15,Champions
C01403,232,7,50373.9,1,3,4,134,8,Potential Loyalist
C01404,119,3,19883.79,2,2,2,222,6,Lost
C01405,1,27,110335.48,5,5,5,555,15,Champions
C01406,107,5,12459.2,2,3,2,232,7,Potential Loyalist
C01407,47,7,31442.22,3,3,3,333,9,Loyal Customers
C01408,8,17,105417.74,5,5,5,555,15,Champions
C01409,134,9,22577.09,2,4,3,243,9,At Risk
C01410,61,6,25704.25,3,3,3,333,9,Loyal Customers
C01411,116,7,46868.57,2,3,4,234,9,Potential Loyalist
C01412,8,3,21662.15,5,2,2,522,9,New Customers
C01413,12,11,45012.83,5,4,4,544,13,Champions
C01414,308,5,13243.7,1,3,2,132,6,Potential Loyalist
C01415,8,4,12926.0,5,2,2,522,9,New Customers
C01416,634,2,5877.1,1,1,1,111,3,Lost
C01417,2,8,48940.04,5,4,4,544,13,Champions
C01418,32,12,65595.22,4,5,5,455,14,Champions
C01419,18,24,117004.55,5,5,5,555,15,Champions
C01420,327,5,9593.71,1,3,1,131,5,Potential Loyalist
C01421,114,4,13828.1,2,2,2,222,6,Lost
C01422,16,16,89779.38,5,5,5,555,15,Champions
C01423,69,6,14100.86,3,3,2,332,8,Loyal Customers
C01424,29,11,70237.72,4,4,5,445,13,Champions
C01425,39,3,16931.74,4,2,2,422,8,New Customers
C01426,377,1,931.98,1,1,1,111,3,Lost
C01427,13,15,77923.6,5,5,5,555,15,Champions
C01428,55,6,23351.61,3,3,3,333,9,Loyal Customers
C01429,49,8,61333.11,3,4,4,344,11,Loyal Customers
C01430,10,14,54438.54,5,5,4,554,14,Champions
C01431,398,1,3371.19,1,1,1,111,3,Lost
C01432,621,1,4908.73,1,1,1,111,3,Lost
C01433,47,15,72866.29,3,5,5,355,13,Loyal Customers
C01434,41,6,42864.09,4,3,4,434,11,Loyal Customers
C01435,56,4,20917.74,3,2,2,322,7,Potential Loyalist
C01436,371,3,13543.75,1,2,2,122,5,Lost
C01437,290,3,15430.11,1,2,2,122,5,Lost
C01438,280,4,12633.64,1,2,2,122,5,Lost
C01439,110,6,63104.56,2,3,5,235,10,Potential Loyalist
C01440,8,8,72953.23,5,4,5,545,14,Champions
C01441,72,8,24324.11,3,4,3,343,10,Loyal Customers
C01442,44,5,12312.54,3,3,2,332,8,Loyal Customers
C01443,87,7,34246.64,2,3,3,233,8,Potential Loyalist
C01444,11,7,47643.1,5,3,4,534,12,Loyal Customers
C01445,6,32,174871.23,5,5,5,555,15,Champions
C01446,72,8,42204.64,3,4,4,344,11,Loyal Customers
C01447,154,3,3274.28,2,2,1,221,5,Lost
C01448,18,4,7053.56,5,2,1,521,8,New Customers
C01449,362,1,445.07,1,1,1,111,3,Lost
C01450,49,4,8567.77,3,2,1,321,6,Potential Loyalist
C01451,27,11,87833.96,4,4,5,445,13,Champions
C01452,29,5,30048.87,4,3,3,433,10,Loyal Customers
C01454,220,5,12076.91,1,3,2,132,6,Potential Loyalist
C01455,224,8,75956.47,1,4,5,145,10,At Risk
C01456,33,3,6300.55,4,2,1,421,7,New Customers
C01457,25,12,99807.37,4,5,5,455,14,Champions
C01458,27,12,82535.93,4,5,5,455,14,Champions
C01459,7,5,6493.36,5,3,1,531,9,Loyal Customers
C01460,178,6,14919.9,2,3,2,232,7,Potential Loyalist
C01461,27,33,245066.2,4,5,5,455,14,Champions
C01462,193,3,7316.4,2,2,1,221,5,Lost
C01463,259,4,19322.99,1,2,2,122,5,Lost
C01464,69,16,84648.8,3,5,5,355,13,Loyal Customers
C01465,82,12,121770.25,3,5,5,355,13,Loyal Customers
C01466,13,1,453.15,5,1,1,511,7,New Customers
C01467,314,2,30785.7,1,1,3,113,5,Potential Loyalist
C01468,609,1,5746.61,1,1,1,111,3,Lost
C01469,13,8,37307.32,5,4,4,544,13,Champions
C01470,66,8,30175.64,3,4,3,343,10,Loyal Customers
C01471,22,9,24789.23,4,4,3,443,11,Loyal Customers
C01472,18,8,113305.35,5,4,5,545,14,Champions
C01473,13,11,69569.63,5,4,5,545,14,Champions
C01474,278,2,12963.38,1,1,2,112,4,Lost
C01475,48,7,28863.36,3,3,3,333,9,Loyal Customers
C01476,499,1,885.38,1,1,1,111,3,Lost
C01477,66,4,40205.54,3,2,4,324,9,Potential Loyalist
C01479,484,1,14770.69,1,1,2,112,4,Lost
C01480,18,10,31016.65,5,4,3,543,12,Loyal Customers
C01481,372,4,36686.29,1,2,3,123,6,Potential Loyalist
C01483,29,15,47514.73,4,5,4,454,13,Champions
C01484,51,9,27900.73,3,4,3,343,10,Loyal Customers
C01485,21,1,2417.48,4,1,1,411,6,New Customers
C01486,235,2,4906.79,1,1,1,111,3,Lost
C01487,109,5,46427.89,2,3,4,234,9,Potential Loyalist
C01488,7,4,71939.87,5,2,5,525,12,New Customers
C01489,616,2,4206.4,1,1,1,111,3,Lost
C01490,73,9,43833.42,3,4,4,344,11,Loyal Customers
C01491,13,11,55023.57,5,4,4,544,13,Champions
C01492,64,9,57658.5,3,4,4,344,11,Loyal Customers
C01493,536,2,5936.76,1,1,1,111,3,Lost
C01494,56,9,57074.36,3,4,4,344,11,Loyal Customers
C01495,115,3,26881.54,2,2,3,223,7,Potential Loyalist
C01496,40,14,112985.61,4,5,5,455,14,Champions
C01497,50,15,50031.07,3,5,4,354,12,Loyal Customers
C01498,269,4,8795.9,1,2,1,121,4,Lost
C01499,24,13,98374.79,4,5,5,455,14,Champions
C01500,81,3,17285.04,3,2,2,322,7,Potential Loyalist
C01501,119,9,44156.0,2,4,4,244,10,At Risk
C01502,555,1,1917.95,1,1,1,111,3,Lost
C01503,13,10,70731.15,5,4,5,545,14,Champions
C01504,13,25,171846.94,5,5,5,555,15,Champions
C01505,227,7,51988.27,1,3,4,134,8,Potential Loyalist
C01506,419,2,1781.18,1,1,1,111,3,Lost
C01507,41,6,35242.69,4,3,3,433,10,Loyal Customers
C01508,166,4,49401.51,2,2,4,224,8,Potential Loyalist
C01509,50,15,55959.98,3,5,4,354,12,Loyal Customers
C01510,35,3,17640.81,4,2,2,422,8,New Customers
C01511,39,15,104329.38,4,5,5,455,14,Champions
C01512,32,11,73613.96,4,4,5,445,13,Champions
C01513,28,10,41923.93,4,4,4,444,12,Champions
C01514,43,7,17065.32,4,3,2,432,9,Loyal Customers
C01515,31,5,40958.83,4,3,4,434,11,Loyal Customers
C01516,20,4,37903.96,4,2,4,424,10,New Customers
C01517,85,14,43114.1,2,5,4,254,11,At Risk
C01518,54,10,27118.92,3,4,3,343,10,Loyal Customers
C01519,372,6,32435.01,1,3,3,133,7,Potential Loyalist
C01520,25,20,101173.44,4,5,5,455,14,Champions
C01521,41,6,14276.51,4,3,2,432,9,Loyal Customers
C01523,27,5,54170.13,4,3,4,434,11,Loyal Customers
C01524,23,8,50496.87,4,4,4,444,12,Champions
C01525,54,1,766.11,3,1,1,311,5,Potential Loyalist
C01526,54,9,34860.77,3,4,3,343,10,Loyal Customers
C01527,102,7,24971.28,2,3,3,233,8,Potential Loyalist
C01528,114,4,27896.06,2,2,3,223,7,Potential Loyalist
C01529,222,4,25876.21,1,2,3,123,6,Potential Loyalist
C01530,15,16,72092.36,5,5,5,555,15,Champions
C01531,4,22,114875.79,5,5,5,555,15,Champions
C01532,56,22,109261.3,3,5,5,355,13,Loyal Customers
